First name,Middle name,Surname,ORCID iD,Project Name,Project URL,Conceptualization,Data curation,Formal analysis,Funding acquisition,Investigation,Methodology,Project administration,Resources,Software,Supervision,Validation,Visualization,Translation,Writing - original draft,Writing - review & editing,Project Managers,Project Coordinators
Chimezie,O,Amaefule,0000-0001-9822-3648,CERES Manuscript,https://osf.io/preprints/edarxiv/s73xb,False,False,False,False,False,False,False,False,False,False,False,False,,False,True,False,
Jasmin,,Breitwieser,0000-0002-0337-7159,CERES Manuscript,https://osf.io/preprints/edarxiv/s73xb,False,False,False,False,False,False,False,False,False,False,False,False,,False,True,False,
Riddhi,,Divanhi,,CERES Manuscript,https://osf.io/preprints/edarxiv/s73xb,False,False,False,False,False,False,False,False,False,False,False,False,,False,True,False,
Luisa,,Fassi,0000-0002-0520-6425,CERES Manuscript,https://osf.io/preprints/edarxiv/s73xb,True,False,False,False,False,False,False,False,False,False,False,False,,False,True,False,
Isabela,,Figueira,0000-0001-6703-3200,CERES Manuscript,https://osf.io/preprints/edarxiv/s73xb,False,False,False,False,False,False,False,False,False,False,False,False,,False,True,False,
Sakshi,,Ghai,0000-0002-8488-0273,CERES Manuscript,https://osf.io/preprints/edarxiv/s73xb,True,False,False,False,False,False,False,False,False,False,False,False,,False,False,False,
Gillian,,Hayes,0000-0003-0966-8739,CERES Manuscript,https://osf.io/preprints/edarxiv/s73xb,True,False,False,False,False,False,False,False,False,False,False,False,,False,False,False,
Sebastian,,Kurten,0000-0001-7620-4462,CERES Manuscript,https://osf.io/preprints/edarxiv/s73xb,False,False,False,False,False,False,False,False,False,False,False,False,,False,True,False,
Lea,,Nobbe,0000-0002-5400-1952,CERES Manuscript,https://osf.io/preprints/edarxiv/s73xb,False,False,False,False,False,False,False,False,False,False,False,False,,False,True,False,
Amy,,Orben,0000-0002-2937-4183,CERES Manuscript,https://osf.io/preprints/edarxiv/s73xb,True,False,False,False,False,False,False,False,False,False,False,False,,False,False,False,
Madeleine,,Pownall,0000-0002-3734-8006,CERES Manuscript,https://osf.io/preprints/edarxiv/s73xb,True,False,False,False,False,False,True,False,False,False,False,False,,True,True,False,
Anamara,,Ritt-Olson,,CERES Manuscript,https://osf.io/preprints/edarxiv/s73xb,True,False,False,False,False,False,False,False,False,False,False,False,,False,True,False,
Colleen,,Russo Johnson,,CERES Manuscript,https://osf.io/preprints/edarxiv/s73xb,True,False,False,False,False,False,False,False,False,False,False,False,,False,False,False,
Mirijam,,Schaaf,0009-0006-3115-1399,CERES Manuscript,https://osf.io/preprints/edarxiv/s73xb,False,False,False,False,False,False,False,False,False,False,False,False,,False,True,False,
Sabrina,,Shajeen Alam,0000-0002-4064-0091,CERES Manuscript,https://osf.io/preprints/edarxiv/s73xb,False,False,False,False,False,False,False,False,False,False,False,False,,False,True,False,
Flavio,,Azevedo,0000-0001-9000-8513,CERES Manuscript,https://osf.io/preprints/edarxiv/s73xb,False,False,False,False,False,False,False,False,False,False,False,False,,False,True,False,
Siu Kit,,Yeung,0000-0002-5835-0981,Autism & Open Science,,True,False,False,False,False,False,True,False,False,True,False,False,,True,True,,
Mahmoud,,Elsherif,0000-0002-0540-3998,Autism & Open Science,,False,False,False,False,False,False,False,False,False,False,False,False,,True,True,,
Steven,K,Kapp,0000-0002-4440-1688,Autism & Open Science,,False,False,False,False,False,False,False,False,False,True,False,False,,False,True,,
Jenny,Mai,Phan,0000-0002-4924-9857,Autism & Open Science,,False,False,False,False,False,False,False,False,False,False,False,False,,False,True,,
Kayleigh,L,Warrington,0000-0003-3206-8002,Autism & Open Science,,False,False,False,False,False,False,False,False,False,False,False,False,,False,True,,
Flavio,,Azevedo,0000-0001-9000-8513,Autism & Open Science,,False,False,False,False,False,False,False,False,False,False,False,False,,False,True,,
Bethan,,IIey,,Autism & Open Science,,False,False,False,False,False,False,False,False,False,False,False,False,,False,False,,
Tamara ,,Kalandadze,,Autism & Open Science,,False,False,False,False,False,False,False,False,False,False,False,False,,False,False,,
Anusha,Vaithianathan,Ramji,0009-0008-8317-073X,Autism & Open Science,,False,False,False,False,False,False,False,False,False,False,False,False,,False,True,,
John,J,Shaw,0000-0003-3190-6772,Autism & Open Science,,False,False,False,False,False,False,False,False,False,False,False,False,,False,True,,
Jan,Philipp,Röer,0000-0001-7774-3433,Autism & Open Science,,False,False,False,False,False,False,False,False,False,False,False,False,,False,True,,
Quinnehtukqut ,,McLamore,0000-0001-6049-6851,Autism & Open Science,,False,False,False,False,False,False,False,False,False,False,False,False,,False,True,,
Mirela,,Zaneva,0000-0003-3569-931X,Autism & Open Science,,False,False,False,False,False,False,False,False,False,False,False,False,,False,True,,
Biljana,,Gjoneska,0000-0003-1200-6672,Autism & Open Science,,False,False,False,False,False,False,False,False,False,False,False,False,,False,True,,
Kelly,E.,Lloyd,0000-0002-0420-2342,Team Outreach,,True,False,False,False,True,False,True,True,False,False,False,True,,False,False,,
Leticia,,Micheli,0000-0003-0066-8222,Team Outreach,,True,False,False,False,False,False,False,True,True,False,False,True,,False,False,,
Bethan,J.,Iley,0000-0002-5813-3303,Team Outreach,,True,True,False,True,False,False,False,False,False,False,False,True,,False,False,,
Tugce,,Varol,0000-0003-0737-9802,Team Outreach,,True,False,False,False,False,False,False,True,False,False,False,True,,False,False,,
Andrew,,Pua,0000-0002-2225-5245,Team Outreach,,True,False,False,False,False,False,False,False,True,False,False,False,,False,False,,
Veronica,,Allen,0000-0002-8021-0344,Team Outreach,,True,False,False,False,True,True,False,True,False,False,False,True,,False,False,,
Ebuka,C.,Ezeike,0000-0003-3452-0306,Team Outreach,,True,False,False,False,False,False,False,False,True,False,False,False,,False,False,,
Helena,,Hartmann,0000-0002-1331-6683,Team Outreach,,True,False,False,False,True,False,False,True,False,False,False,True,,False,False,,
Meng,,Liu,0000-0001-8323-2699,Team Outreach,,True,False,False,False,False,False,False,True,False,False,False,False,,False,False,,
Julia,K,Wolska,0000-0001-8675-4388,Team Outreach,,True,False,False,False,True,False,False,False,False,False,False,True,,False,False,,
Connor,T,Keating,0000-0001-5906-1789,Team Outreach,,True,False,False,False,False,False,False,True,False,False,False,True,,False,False,,
Catherine,M,Laverty,0000-0003-1101-3942,Team Outreach,,True,False,False,False,False,False,False,True,False,False,False,True,,False,False,,
Vanessa,,Stan-Ugbene,,Team Outreach,,True,False,False,False,False,False,False,True,False,False,False,True,,False,False,,
Antonia,,Krasteva,,Team Outreach,,True,False,False,False,True,False,False,True,False,False,False,True,,False,False,,
Lukas,,Röseler,https://orcid.org/0000-0002-6446-1901,FReD R package,https://forrt.org/FReD/,True,False,False,False,False,False,False,False,True,False,False,False,,False,False,,
Lukas,,Wallrich,0000-0003-2121-5177,FReD R package,https://forrt.org/FReD/,True,False,False,False,False,False,False,False,True,False,False,False,,False,False,,
Helena ,,Hartmann,https://orcid.org/0000-0002-1331-6683,FReD R package,https://forrt.org/FReD/,True,False,False,False,False,False,False,False,False,False,False,False,,False,False,,
Flavio ,,Azevedo,https://orcid.org/0000-0001-9000-8513,FReD R package,https://forrt.org/FReD/,True,False,False,False,False,False,False,False,False,False,False,False,,False,False,,
Iris,,Žeželj,0000-0002-9527-1406,Glossary - Serbian Translation,https://forrt.org/glossary/,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,,
Ljiljana,B.,Lazarevic,0000-0003-1629-3699,Glossary - Serbian Translation,https://forrt.org/glossary/,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,,
Danka,,Purić,0000-0001-5126-3781,Glossary - Serbian Translation,https://forrt.org/glossary/,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,,
Nadica,,Miljković,0000-0002-3933-6076,Glossary - Serbian Translation,https://forrt.org/glossary/,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,,
Bojana,M.,Dinić,0000-0002-5492-2188,Glossary - Serbian Translation,https://forrt.org/glossary/,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,,
Vojin,M. ,Simunović,0000-0001-6526-4208,Glossary - Serbian Translation,https://forrt.org/glossary/,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,,
Zoran,,Pavlović,0000-0002-9231-5100,Glossary - Serbian Translation,https://forrt.org/glossary/,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,,
Flavio,,Azevedo,0000-0001-9000-8513,FORRT's Clusters,https://forrt.org/clusters/,True,True,False,True,True,False,True,True,False,True,False,True,,True,True,,
Sam,,Parsons,0000-0002-7048-4093,FORRT's Clusters,https://forrt.org/clusters/,False,True,False,False,True,False,False,False,False,False,False,False,,True,True,,
Mahmoud ,M,Elsherif,0000-0002-0540-3998,FORRT's Clusters,https://forrt.org/clusters/,False,True,False,False,True,False,False,False,False,False,False,False,,True,True,,
Leticia,,Micheli,0000-0003-0066-8222,FORRT's Clusters,https://forrt.org/clusters/,False,True,False,False,True,False,False,False,False,False,False,False,,True,True,,
Helena,,Hartmann,0000-0002-1331-6683,FORRT's Clusters,https://forrt.org/clusters/,False,True,False,False,True,False,False,False,False,False,False,False,,True,True,,
Bethan,,Iley,0000-0002-5813-3303,FORRT's Clusters,https://forrt.org/clusters/,False,True,False,False,True,False,False,False,False,False,False,False,,True,True,,
Priya,,Silverstein,,FORRT's Clusters,https://forrt.org/clusters/,False,False,False,False,False,False,False,False,False,False,False,False,,True,True,,
Lukas,,Röseler,0000-0002-6446-1901,FORRT's Clusters,https://forrt.org/clusters/,False,False,False,False,False,False,False,False,False,False,False,False,,True,True,,
Sara,,Middleton,,FORRT's Clusters,https://forrt.org/clusters/,False,False,False,False,False,False,False,False,False,False,False,False,,True,True,,
Crystal ,N,Steltenpohl,,FORRT's Clusters,https://forrt.org/clusters/,False,False,False,False,False,False,False,False,False,False,False,False,,True,True,,
Malika,,Ihle,,FORRT's Clusters,https://forrt.org/clusters/,False,False,False,False,False,False,False,False,False,False,False,False,,True,True,,
Panos,,Vasilikos,,FORRT's Clusters,https://forrt.org/clusters/,False,True,False,False,False,False,False,False,False,False,False,False,,True,True,,
Madeleine,,Pownall,,FORRT's Clusters,https://forrt.org/clusters/,False,False,False,False,False,False,False,False,False,False,False,False,,True,True,,
Rachel,,Renbarger,,FORRT's Clusters,https://forrt.org/clusters/,False,False,False,False,False,False,False,False,False,False,False,False,,True,True,,
Helena,,Gellersen,,FORRT's Clusters,https://forrt.org/clusters/,False,False,False,False,False,False,False,False,False,False,False,False,,True,True,,
Sarah,A,Sauve,,FORRT's Clusters,https://forrt.org/clusters/,False,False,False,False,False,False,False,False,False,False,False,False,,True,True,,
John,,Shaw,,FORRT's Clusters,https://forrt.org/clusters/,False,False,False,False,False,False,False,False,False,False,False,False,,True,True,,
Mike,,Galang,,FORRT's Clusters,https://forrt.org/clusters/,False,False,False,False,False,False,False,False,False,False,False,False,,True,True,,
Thomas,Rhys,Evans,0000-0002-6670-0718,FORRT's Clusters,https://forrt.org/clusters/,False,True,False,False,False,False,False,False,False,False,False,False,,True,True,,
Adrien,,Mathy,,FORRT's Clusters,https://forrt.org/clusters/,False,False,False,False,False,False,False,False,False,False,False,False,,True,True,,
Vaitsa,,Giannouli,0000-0003-2176-8986,FORRT's Clusters,https://forrt.org/clusters/,False,False,False,False,False,False,False,False,False,False,False,False,,True,True,,
Max,F,Wan,0000-0002-6043-7349,FORRT's Clusters,https://forrt.org/clusters/,False,False,False,False,False,False,False,False,False,False,False,False,,True,True,,
Joeri,K.,Tijdink,0000-0002-1826-2274 ,FORRT's Clusters,https://forrt.org/clusters/,False,False,False,False,False,False,False,False,False,False,False,False,,True,True,,
Magda ,,Skubera,0000-0002-0301-1368,International Initiatives to Enhance Awareness and Uptake of Open Research in Psychology,https://doi.org/10.1098/rsos.241726,False,True,True,False,True,True,False,True,True,False,True,True,,True,True,,
Max,,Korbmacher,0000-0002-8113-2560,International Initiatives to Enhance Awareness and Uptake of Open Research in Psychology,https://doi.org/10.1098/rsos.241726,True,False,True,False,False,False,False,False,False,False,True,False,,False,True,,
Thomas,Rhys,Evans,0000-0002-6670-0718,International Initiatives to Enhance Awareness and Uptake of Open Research in Psychology,https://doi.org/10.1098/rsos.241726,True,False,True,False,False,False,False,False,False,False,True,False,,False,True,,
Flavio,,Azevedo,0000-0001-9000-8513,International Initiatives to Enhance Awareness and Uptake of Open Research in Psychology,https://doi.org/10.1098/rsos.241726,True,False,True,False,False,False,False,False,False,False,False,False,,False,True,,
Charlotte,R.,Pennington,0000-0002-5259-642X,International Initiatives to Enhance Awareness and Uptake of Open Research in Psychology,https://doi.org/10.1098/rsos.241726,True,True,True,True,True,True,True,True,False,True,True,True,,True,True,,
Mirela,,Zaneva,0000-0003-3569-931X,Neurodiversity Annotated Reading List,https://elifesciences.org/articles/102467,True,True,True,False,True,True,True,False,False,True,True,False,,True,True,,
Mahmoud,,Elsherif,0000-0002-0540-3998,Neurodiversity Annotated Reading List,https://elifesciences.org/articles/102467,True,True,True,False,True,True,True,False,False,True,True,False,,True,True,,
Alyssa,Hillary,Zisk,0000-0003-2266-4855,Neurodiversity Annotated Reading List,https://elifesciences.org/articles/102467,False,False,True,False,True,True,True,False,False,True,True,False,,False,True,,
Robert,M.,Ross,0000-0001-8711-1675,Neurodiversity Annotated Reading List,https://elifesciences.org/articles/102467,False,False,True,False,True,False,False,False,False,False,False,False,,False,True,,
Christopher,James,Graham,0000-0002-1144-7970,Neurodiversity Annotated Reading List,https://elifesciences.org/articles/102467,False,False,True,False,True,False,False,False,False,False,True,False,,False,True,,
Biljana,,Gjoneska,0000-0003-1200-6672,Neurodiversity Annotated Reading List,https://elifesciences.org/articles/102467,False,False,False,False,True,False,False,False,False,False,False,False,,False,True,,
Max,,Korbmacher,0000-0002-8113-2560,Neurodiversity Annotated Reading List,https://elifesciences.org/articles/102467,False,False,False,False,True,False,False,False,False,False,False,False,,False,True,,
